"","1","1","1"
"3377",67,"machoke","skull-bash"
"3378",67,"machoke","rest"
"3379",67,"machoke","rock-slide"
"3380",67,"machoke","substitute"
"3381",67,"machoke","thief"
"3382",67,"machoke","snore"
"3383",67,"machoke","curse"
"3384",67,"machoke","protect"
"3385",67,"machoke","scary-face"
"3386",67,"machoke","mud-slap"
"3387",67,"machoke","foresight"
"3388",67,"machoke","detect"
"3389",67,"machoke","endure"
"3390",67,"machoke","swagger"
"3391",67,"machoke","attract"
"3392",67,"machoke","sleep-talk"
"3393",67,"machoke","return"
"3394",67,"machoke","frustration"
"3395",67,"machoke","dynamic-punch"
"3396",67,"machoke","vital-throw"
"3397",67,"machoke","hidden-power"
"3398",67,"machoke","cross-chop"
"3399",67,"machoke","rain-dance"
"3400",67,"machoke","sunny-day"
"3401",67,"machoke","rock-smash"
"3402",67,"machoke","facade"
"3403",67,"machoke","focus-punch"
"3404",67,"machoke","helping-hand"
"3405",67,"machoke","role-play"
"3406",67,"machoke","superpower"
"3407",67,"machoke","revenge"
"3408",67,"machoke","brick-break"
"3409",67,"machoke","knock-off"
"3410",67,"machoke","secret-power"
"3411",67,"machoke","rock-tomb"
"3412",67,"machoke","bulk-up"
"3413",67,"machoke","wake-up-slap"
"3414",67,"machoke","natural-gift"
"3415",67,"machoke","payback"
"3416",67,"machoke","fling"
"3417",67,"machoke","poison-jab"
"3418",67,"machoke","vacuum-wave"
"3419",67,"machoke","focus-blast"
"3420",67,"machoke","rock-climb"
"3421",67,"machoke","captivate"
"3422",67,"machoke","smack-down"
"3423",67,"machoke","low-sweep"
"3424",67,"machoke","round"
"3425",67,"machoke","incinerate"
"3426",67,"machoke","retaliate"
"3427",67,"machoke","bulldoze"
"3428",67,"machoke","work-up"
"3429",67,"machoke","dual-chop"
"3430",67,"machoke","confide"
"3431",67,"machoke","power-up-punch"
"3432",65,"alakazam","mega-punch"
"3433",65,"alakazam","fire-punch"
"3434",65,"alakazam","ice-punch"
"3435",65,"alakazam","thunder-punch"
"3436",65,"alakazam","mega-kick"
"3437",65,"alakazam","headbutt"
"3438",65,"alakazam","body-slam"
"3439",65,"alakazam","take-down"
"3440",65,"alakazam","double-edge"
"3441",65,"alakazam","disable"
"3442",65,"alakazam","psybeam"
"3443",65,"alakazam","hyper-beam"
"3444",65,"alakazam","submission"
"3445",65,"alakazam","counter"
"3446",65,"alakazam","seismic-toss"
"3447",65,"alakazam","thunder-wave"
"3448",65,"alakazam","dig"
"3449",65,"alakazam","toxic"
"3450",65,"alakazam","confusion"
"3451",65,"alakazam","psychic"
"3452",65,"alakazam","rage"
"3453",65,"alakazam","teleport"
"3454",65,"alakazam","mimic"
"3455",65,"alakazam","double-team"
"3456",65,"alakazam","recover"
"3457",65,"alakazam","light-screen"
"3458",65,"alakazam","reflect"
"3459",65,"alakazam","bide"
"3460",65,"alakazam","metronome"
"3461",65,"alakazam","skull-bash"
"3462",65,"alakazam","kinesis"
"3463",65,"alakazam","dream-eater"
"3464",65,"alakazam","flash"
"3465",65,"alakazam","psywave"
"3466",65,"alakazam","rest"
"3467",65,"alakazam","tri-attack"
"3468",65,"alakazam","substitute"
"3469",65,"alakazam","thief"
"3470",65,"alakazam","nightmare"
"3471",65,"alakazam","snore"
"3472",65,"alakazam","curse"
"3473",65,"alakazam","protect"
"3474",65,"alakazam","zap-cannon"
"3475",65,"alakazam","endure"
"3476",65,"alakazam","swagger"
"3477",65,"alakazam","attract"
"3478",65,"alakazam","sleep-talk"
"3479",65,"alakazam","return"
"3480",65,"alakazam","frustration"
"3481",65,"alakazam","safeguard"
"3482",65,"alakazam","dynamic-punch"
"3483",65,"alakazam","iron-tail"
"3484",65,"alakazam","hidden-power"
"3485",65,"alakazam","rain-dance"
"3486",65,"alakazam","sunny-day"
"3487",65,"alakazam","psych-up"
"3488",65,"alakazam","shadow-ball"
"3489",65,"alakazam","future-sight"
"3490",65,"alakazam","torment"
"3491",65,"alakazam","facade"
"3492",65,"alakazam","focus-punch"
"3493",65,"alakazam","taunt"
"3494",65,"alakazam","trick"
"3495",65,"alakazam","role-play"
"3496",65,"alakazam","magic-coat"
"3497",65,"alakazam","recycle"
"3498",65,"alakazam","knock-off"
"3499",65,"alakazam","skill-swap"
"3500",65,"alakazam","snatch"
"3501",65,"alakazam","secret-power"
"3502",65,"alakazam","signal-beam"
"3503",65,"alakazam","calm-mind"
"3504",65,"alakazam","shock-wave"
"3505",65,"alakazam","gravity"
"3506",65,"alakazam","miracle-eye"
"3507",65,"alakazam","natural-gift"
"3508",65,"alakazam","embargo"
"3509",65,"alakazam","fling"
"3510",65,"alakazam","drain-punch"
"3511",65,"alakazam","focus-blast"
"3512",65,"alakazam","energy-ball"
"3513",65,"alakazam","giga-impact"
"3514",65,"alakazam","psycho-cut"
"3515",65,"alakazam","zen-headbutt"
"3516",65,"alakazam","trick-room"
"3517",65,"alakazam","captivate"
"3518",65,"alakazam","grass-knot"
"3519",65,"alakazam","charge-beam"
"3520",65,"alakazam","wonder-room"
"3521",65,"alakazam","psyshock"
"3522",65,"alakazam","telekinesis"
"3523",65,"alakazam","magic-room"
"3524",65,"alakazam","foul-play"
"3525",65,"alakazam","round"
"3526",65,"alakazam","ally-switch"
"3527",65,"alakazam","confide"
"3528",65,"alakazam","dazzling-gleam"
"3529",64,"kadabra","mega-punch"
"3530",64,"kadabra","fire-punch"
"3531",64,"kadabra","ice-punch"
"3532",64,"kadabra","thunder-punch"
"3533",64,"kadabra","mega-kick"
"3534",64,"kadabra","headbutt"
"3535",64,"kadabra","body-slam"
"3536",64,"kadabra","take-down"
"3537",64,"kadabra","double-edge"
"3538",64,"kadabra","disable"
"3539",64,"kadabra","psybeam"
"3540",64,"kadabra","submission"
"3541",64,"kadabra","counter"
"3542",64,"kadabra","seismic-toss"
"3543",64,"kadabra","thunder-wave"
"3544",64,"kadabra","dig"
"3545",64,"kadabra","toxic"
"3546",64,"kadabra","confusion"
"3547",64,"kadabra","psychic"
"3548",64,"kadabra","rage"
"3549",64,"kadabra","teleport"
"3550",64,"kadabra","mimic"
"3551",64,"kadabra","double-team"
"3552",64,"kadabra","recover"
"3553",64,"kadabra","light-screen"
"3554",64,"kadabra","reflect"
"3555",64,"kadabra","bide"
"3556",64,"kadabra","metronome"
"3557",64,"kadabra","skull-bash"
"3558",64,"kadabra","kinesis"
"3559",64,"kadabra","dream-eater"
"3560",64,"kadabra","flash"
"3561",64,"kadabra","psywave"
"3562",64,"kadabra","rest"
"3563",64,"kadabra","tri-attack"
"3564",64,"kadabra","substitute"
"3565",64,"kadabra","thief"
"3566",64,"kadabra","nightmare"
"3567",64,"kadabra","snore"
"3568",64,"kadabra","curse"
"3569",64,"kadabra","protect"
"3570",64,"kadabra","zap-cannon"
"3571",64,"kadabra","endure"
"3572",64,"kadabra","swagger"
"3573",64,"kadabra","attract"
"3574",64,"kadabra","sleep-talk"
"3575",64,"kadabra","return"
"3576",64,"kadabra","frustration"
"3577",64,"kadabra","safeguard"
"3578",64,"kadabra","dynamic-punch"
"3579",64,"kadabra","iron-tail"
"3580",64,"kadabra","hidden-power"
"3581",64,"kadabra","rain-dance"
"3582",64,"kadabra","sunny-day"
"3583",64,"kadabra","psych-up"
"3584",64,"kadabra","shadow-ball"
"3585",64,"kadabra","future-sight"
"3586",64,"kadabra","torment"
"3587",64,"kadabra","facade"
"3588",64,"kadabra","focus-punch"
"3589",64,"kadabra","taunt"
"3590",64,"kadabra","trick"
"3591",64,"kadabra","role-play"
"3592",64,"kadabra","magic-coat"
"3593",64,"kadabra","recycle"
"3594",64,"kadabra","knock-off"
"3595",64,"kadabra","skill-swap"
"3596",64,"kadabra","snatch"
"3597",64,"kadabra","secret-power"
"3598",64,"kadabra","signal-beam"
"3599",64,"kadabra","calm-mind"
"3600",64,"kadabra","shock-wave"
"3601",64,"kadabra","gravity"
"3602",64,"kadabra","miracle-eye"
"3603",64,"kadabra","natural-gift"
"3604",64,"kadabra","embargo"
"3605",64,"kadabra","fling"
"3606",64,"kadabra","drain-punch"
"3607",64,"kadabra","energy-ball"
"3608",64,"kadabra","psycho-cut"
"3609",64,"kadabra","zen-headbutt"
"3610",64,"kadabra","trick-room"
"3611",64,"kadabra","captivate"
"3612",64,"kadabra","grass-knot"
"3613",64,"kadabra","charge-beam"
"3614",64,"kadabra","wonder-room"
"3615",64,"kadabra","psyshock"
"3616",64,"kadabra","telekinesis"
"3617",64,"kadabra","magic-room"
"3618",64,"kadabra","foul-play"
"3619",64,"kadabra","round"
"3620",64,"kadabra","ally-switch"
"3621",64,"kadabra","confide"
"3622",64,"kadabra","dazzling-gleam"
"3623",62,"poliwrath","double-slap"
"3624",62,"poliwrath","mega-punch"
"3625",62,"poliwrath","ice-punch"
"3626",62,"poliwrath","mega-kick"
"3627",62,"poliwrath","headbutt"
"3628",62,"poliwrath","body-slam"
"3629",62,"poliwrath","take-down"
"3630",62,"poliwrath","double-edge"
"3631",62,"poliwrath","water-gun"
"3632",62,"poliwrath","surf"
"3633",62,"poliwrath","ice-beam"
"3634",62,"poliwrath","blizzard"
"3635",62,"poliwrath","bubble-beam"
"3636",62,"poliwrath","hyper-beam"
"3637",62,"poliwrath","submission"
"3638",62,"poliwrath","counter"
"3639",62,"poliwrath","seismic-toss"
"3640",62,"poliwrath","strength"
"3641",62,"poliwrath","earthquake"
"3642",62,"poliwrath","fissure"
"3643",62,"poliwrath","dig"
"3644",62,"poliwrath","toxic"
"3645",62,"poliwrath","psychic"
"3646",62,"poliwrath","hypnosis"
"3647",62,"poliwrath","rage"
"3648",62,"poliwrath","mimic"
"3649",62,"poliwrath","double-team"
"3650",62,"poliwrath","defense-curl"
"3651",62,"poliwrath","bide"
"3652",62,"poliwrath","metronome"
"3653",62,"poliwrath","waterfall"
"3654",62,"poliwrath","skull-bash"
"3655",62,"poliwrath","psywave"
"3656",62,"poliwrath","rest"
"3657",62,"poliwrath","rock-slide"
"3658",62,"poliwrath","substitute"
"3659",62,"poliwrath","thief"
"3660",62,"poliwrath","mind-reader"
"3661",62,"poliwrath","snore"
"3662",62,"poliwrath","curse"
"3663",62,"poliwrath","protect"
"3664",62,"poliwrath","mud-slap"
"3665",62,"poliwrath","icy-wind"
"3666",62,"poliwrath","detect"
"3667",62,"poliwrath","endure"
"3668",62,"poliwrath","swagger"
"3669",62,"poliwrath","attract"
"3670",62,"poliwrath","sleep-talk"
"3671",62,"poliwrath","return"
"3672",62,"poliwrath","frustration"
"3673",62,"poliwrath","dynamic-punch"
"3674",62,"poliwrath","hidden-power"
"3675",62,"poliwrath","rain-dance"
"3676",62,"poliwrath","rock-smash"
"3677",62,"poliwrath","whirlpool"
"3678",62,"poliwrath","hail"
"3679",62,"poliwrath","facade"
"3680",62,"poliwrath","focus-punch"
"3681",62,"poliwrath","helping-hand"
"3682",62,"poliwrath","brick-break"
"3683",62,"poliwrath","endeavor"
"3684",62,"poliwrath","secret-power"
"3685",62,"poliwrath","dive"
"3686",62,"poliwrath","rock-tomb"
"3687",62,"poliwrath","bulk-up"
"3688",62,"poliwrath","water-pulse"
"3689",62,"poliwrath","natural-gift"
"3690",62,"poliwrath","payback"
"3691",62,"poliwrath","fling"
"3692",62,"poliwrath","poison-jab"
"3693",62,"poliwrath","vacuum-wave"
"3694",62,"poliwrath","focus-blast"
"3695",62,"poliwrath","giga-impact"
"3696",62,"poliwrath","rock-climb"
"3697",62,"poliwrath","captivate"
"3698",62,"poliwrath","low-sweep"
"3699",62,"poliwrath","round"
"3700",62,"poliwrath","scald"
"3701",62,"poliwrath","circle-throw"
"3702",62,"poliwrath","bulldoze"
"3703",62,"poliwrath","work-up"
"3704",62,"poliwrath","confide"
"3705",62,"poliwrath","power-up-punch"
"3706",61,"poliwhirl","double-slap"
"3707",61,"poliwhirl","mega-punch"
"3708",61,"poliwhirl","ice-punch"
"3709",61,"poliwhirl","mega-kick"
"3710",61,"poliwhirl","headbutt"
"3711",61,"poliwhirl","body-slam"
"3712",61,"poliwhirl","take-down"
"3713",61,"poliwhirl","double-edge"
"3714",61,"poliwhirl","water-gun"
"3715",61,"poliwhirl","hydro-pump"
"3716",61,"poliwhirl","surf"
"3717",61,"poliwhirl","ice-beam"
"3718",61,"poliwhirl","blizzard"
"3719",61,"poliwhirl","bubble-beam"
"3720",61,"poliwhirl","submission"
"3721",61,"poliwhirl","counter"
"3722",61,"poliwhirl","seismic-toss"
"3723",61,"poliwhirl","strength"
"3724",61,"poliwhirl","earthquake"
"3725",61,"poliwhirl","fissure"
"3726",61,"poliwhirl","dig"
"3727",61,"poliwhirl","toxic"
"3728",61,"poliwhirl","psychic"
"3729",61,"poliwhirl","hypnosis"
"3730",61,"poliwhirl","rage"
"3731",61,"poliwhirl","mimic"
"3732",61,"poliwhirl","double-team"
"3733",61,"poliwhirl","defense-curl"
"3734",61,"poliwhirl","bide"
"3735",61,"poliwhirl","metronome"
"3736",61,"poliwhirl","waterfall"
"3737",61,"poliwhirl","skull-bash"
"3738",61,"poliwhirl","amnesia"
"3739",61,"poliwhirl","bubble"
"3740",61,"poliwhirl","psywave"
"3741",61,"poliwhirl","rest"
"3742",61,"poliwhirl","substitute"
"3743",61,"poliwhirl","thief"
"3744",61,"poliwhirl","snore"
"3745",61,"poliwhirl","curse"
"3746",61,"poliwhirl","protect"
"3747",61,"poliwhirl","belly-drum"
"3748",61,"poliwhirl","mud-slap"
"3749",61,"poliwhirl","icy-wind"
"3750",61,"poliwhirl","detect"
"3751",61,"poliwhirl","endure"
"3752",61,"poliwhirl","swagger"
"3753",61,"poliwhirl","attract"
"3754",61,"poliwhirl","sleep-talk"
"3755",61,"poliwhirl","return"
"3756",61,"poliwhirl","frustration"
"3757",61,"poliwhirl","hidden-power"
"3758",61,"poliwhirl","rain-dance"
"3759",61,"poliwhirl","rock-smash"
"3760",61,"poliwhirl","whirlpool"
"3761",61,"poliwhirl","hail"
"3762",61,"poliwhirl","facade"
"3763",61,"poliwhirl","focus-punch"
"3764",61,"poliwhirl","helping-hand"
"3765",61,"poliwhirl","brick-break"
"3766",61,"poliwhirl","endeavor"
"3767",61,"poliwhirl","secret-power"
"3768",61,"poliwhirl","dive"
"3769",61,"poliwhirl","mud-shot"
"3770",61,"poliwhirl","water-sport"
"3771",61,"poliwhirl","water-pulse"
"3772",61,"poliwhirl","wake-up-slap"
"3773",61,"poliwhirl","natural-gift"
"3774",61,"poliwhirl","fling"
"3775",61,"poliwhirl","mud-bomb"
"3776",61,"poliwhirl","captivate"
"3777",61,"poliwhirl","round"
"3778",61,"poliwhirl","scald"
"3779",61,"poliwhirl","bulldoze"
"3780",61,"poliwhirl","confide"
"3781",61,"poliwhirl","power-up-punch"
"3782",59,"arcanine","headbutt"
"3783",59,"arcanine","body-slam"
"3784",59,"arcanine","take-down"
"3785",59,"arcanine","double-edge"
"3786",59,"arcanine","leer"
"3787",59,"arcanine","bite"
"3788",59,"arcanine","roar"
"3789",59,"arcanine","ember"
"3790",59,"arcanine","flamethrower"
"3791",59,"arcanine","hyper-beam"
"3792",59,"arcanine","strength"
"3793",59,"arcanine","solar-beam"
"3794",59,"arcanine","dragon-rage"
"3795",59,"arcanine","dig"
"3796",59,"arcanine","toxic"
"3797",59,"arcanine","rage"
"3798",59,"arcanine","teleport"
"3799",59,"arcanine","mimic"
"3800",59,"arcanine","double-team"
"3801",59,"arcanine","reflect"
"3802",59,"arcanine","bide"
"3803",59,"arcanine","fire-blast"
"3804",59,"arcanine","swift"
"3805",59,"arcanine","skull-bash"
"3806",59,"arcanine","rest"
"3807",59,"arcanine","substitute"
"3808",59,"arcanine","thief"
"3809",59,"arcanine","flame-wheel"
"3810",59,"arcanine","snore"
"3811",59,"arcanine","curse"
"3812",59,"arcanine","protect"
"3813",59,"arcanine","mud-slap"
"3814",59,"arcanine","outrage"
"3815",59,"arcanine","endure"
"3816",59,"arcanine","swagger"
"3817",59,"arcanine","attract"
"3818",59,"arcanine","sleep-talk"
"3819",59,"arcanine","return"
"3820",59,"arcanine","frustration"
"3821",59,"arcanine","safeguard"
"3822",59,"arcanine","dragon-breath"
"3823",59,"arcanine","iron-tail"
"3824",59,"arcanine","hidden-power"
"3825",59,"arcanine","sunny-day"
"3826",59,"arcanine","extreme-speed"
"3827",59,"arcanine","rock-smash"
"3828",59,"arcanine","heat-wave"
"3829",59,"arcanine","will-o-wisp"
"3830",59,"arcanine","facade"
"3831",59,"arcanine","helping-hand"
"3832",59,"arcanine","secret-power"
"3833",59,"arcanine","overheat"
"3834",59,"arcanine","odor-sleuth"
"3835",59,"arcanine","aerial-ace"
"3836",59,"arcanine","covet"
"3837",59,"arcanine","natural-gift"
"3838",59,"arcanine","dragon-pulse"
"3839",59,"arcanine","giga-impact"
"3840",59,"arcanine","thunder-fang"
"3841",59,"arcanine","fire-fang"
"3842",59,"arcanine","rock-climb"
"3843",59,"arcanine","iron-head"
"3844",59,"arcanine","captivate"
"3845",59,"arcanine","flame-charge"
"3846",59,"arcanine","round"
"3847",59,"arcanine","incinerate"
"3848",59,"arcanine","retaliate"
"3849",59,"arcanine","bulldoze"
"3850",59,"arcanine","wild-charge"
"3851",59,"arcanine","snarl"
"3852",59,"arcanine","confide"
"3853",57,"primeape","karate-chop"
"3854",57,"primeape","mega-punch"
"3855",57,"primeape","pay-day"
"3856",57,"primeape","fire-punch"
"3857",57,"primeape","ice-punch"
"3858",57,"primeape","thunder-punch"
"3859",57,"primeape","scratch"
"3860",57,"primeape","mega-kick"
"3861",57,"primeape","headbutt"
"3862",57,"primeape","body-slam"
"3863",57,"primeape","take-down"
"3864",57,"primeape","thrash"
"3865",57,"primeape","double-edge"
"3866",57,"primeape","leer"
"3867",57,"primeape","hyper-beam"
"3868",57,"primeape","submission"
"3869",57,"primeape","low-kick"
"3870",57,"primeape","counter"
"3871",57,"primeape","seismic-toss"
"3872",57,"primeape","strength"
"3873",57,"primeape","thunderbolt"
"3874",57,"primeape","thunder"
"3875",57,"primeape","earthquake"
"3876",57,"primeape","dig"
"3877",57,"primeape","toxic"
"3878",57,"primeape","rage"
"3879",57,"primeape","mimic"
"3880",57,"primeape","screech"
"3881",57,"primeape","double-team"
"3882",57,"primeape","defense-curl"
"3883",57,"primeape","focus-energy"
"3884",57,"primeape","bide"
"3885",57,"primeape","metronome"
"3886",57,"primeape","swift"
"3887",57,"primeape","skull-bash"
"3888",57,"primeape","fury-swipes"
"3889",57,"primeape","rest"
"3890",57,"primeape","rock-slide"
"3891",57,"primeape","substitute"
"3892",57,"primeape","thief"
"3893",57,"primeape","snore"
"3894",57,"primeape","curse"
"3895",57,"primeape","spite"
"3896",57,"primeape","protect"
"3897",57,"primeape","mud-slap"
"3898",57,"primeape","detect"
"3899",57,"primeape","outrage"
"3900",57,"primeape","endure"
"3901",57,"primeape","swagger"
"3902",57,"primeape","attract"
"3903",57,"primeape","sleep-talk"
"3904",57,"primeape","return"
"3905",57,"primeape","frustration"
"3906",57,"primeape","dynamic-punch"
"3907",57,"primeape","pursuit"
"3908",57,"primeape","iron-tail"
"3909",57,"primeape","hidden-power"
"3910",57,"primeape","cross-chop"
"3911",57,"primeape","rain-dance"
"3912",57,"primeape","sunny-day"
"3913",57,"primeape","psych-up"
"3914",57,"primeape","rock-smash"
"3915",57,"primeape","uproar"
"3916",57,"primeape","facade"
"3917",57,"primeape","focus-punch"
"3918",57,"primeape","taunt"
"3919",57,"primeape","helping-hand"
"3920",57,"primeape","role-play"
"3921",57,"primeape","brick-break"
"3922",57,"primeape","endeavor"
"3923",57,"primeape","secret-power"
"3924",57,"primeape","overheat"
"3925",57,"primeape","rock-tomb"
"3926",57,"primeape","aerial-ace"
"3927",57,"primeape","bulk-up"
"3928",57,"primeape","covet"
"3929",57,"primeape","natural-gift"
"3930",57,"primeape","u-turn"
"3931",57,"primeape","close-combat"
"3932",57,"primeape","payback"
"3933",57,"primeape","assurance"
"3934",57,"primeape","fling"
"3935",57,"primeape","punishment"
"3936",57,"primeape","poison-jab"
"3937",57,"primeape","seed-bomb"
"3938",57,"primeape","vacuum-wave"
"3939",57,"primeape","focus-blast"
"3940",57,"primeape","giga-impact"
"3941",57,"primeape","rock-climb"
"3942",57,"primeape","gunk-shot"
"3943",57,"primeape","stone-edge"
"3944",57,"primeape","captivate"
"3945",57,"primeape","hone-claws"
"3946",57,"primeape","smack-down"
"3947",57,"primeape","low-sweep"
"3948",57,"primeape","round"
"3949",57,"primeape","acrobatics"
"3950",57,"primeape","retaliate"
"3951",57,"primeape","final-gambit"
"3952",57,"primeape","bulldoze"
"3953",57,"primeape","work-up"
"3954",57,"primeape","dual-chop"
"3955",57,"primeape","confide"
"3956",57,"primeape","power-up-punch"
"3957",57,"primeape","stomping-tantrum"
"3958",55,"golduck","mega-punch"
"3959",55,"golduck","pay-day"
"3960",55,"golduck","ice-punch"
"3961",55,"golduck","scratch"
"3962",55,"golduck","mega-kick"
"3963",55,"golduck","headbutt"
"3964",55,"golduck","body-slam"
"3965",55,"golduck","take-down"
"3966",55,"golduck","double-edge"
"3967",55,"golduck","tail-whip"
"3968",55,"golduck","disable"
"3969",55,"golduck","water-gun"
"3970",55,"golduck","hydro-pump"
"3971",55,"golduck","surf"
"3972",55,"golduck","ice-beam"
"3973",55,"golduck","blizzard"
"3974",55,"golduck","bubble-beam"
"3975",55,"golduck","hyper-beam"
"3976",55,"golduck","submission"
"3977",55,"golduck","low-kick"
"3978",55,"golduck","counter"
"3979",55,"golduck","seismic-toss"
"3980",55,"golduck","strength"
"3981",55,"golduck","dig"
"3982",55,"golduck","toxic"
"3983",55,"golduck","confusion"
"3984",55,"golduck","psychic"
"3985",55,"golduck","rage"
"3986",55,"golduck","mimic"
"3987",55,"golduck","screech"
"3988",55,"golduck","double-team"
"3989",55,"golduck","light-screen"
"3990",55,"golduck","bide"
"3991",55,"golduck","waterfall"
"3992",55,"golduck","swift"
"3993",55,"golduck","skull-bash"
"3994",55,"golduck","amnesia"
"3995",55,"golduck","flash"
"3996",55,"golduck","fury-swipes"
"3997",55,"golduck","rest"
"3998",55,"golduck","substitute"
"3999",55,"golduck","snore"
"4000",55,"golduck","curse"
"4001",55,"golduck","protect"
"4002",55,"golduck","mud-slap"
"4003",55,"golduck","icy-wind"
"4004",55,"golduck","endure"
"4005",55,"golduck","swagger"
"4006",55,"golduck","fury-cutter"
"4007",55,"golduck","attract"
"4008",55,"golduck","sleep-talk"
"4009",55,"golduck","return"
"4010",55,"golduck","frustration"
"4011",55,"golduck","dynamic-punch"
"4012",55,"golduck","iron-tail"
"4013",55,"golduck","hidden-power"
"4014",55,"golduck","rain-dance"
"4015",55,"golduck","psych-up"
"4016",55,"golduck","rock-smash"
"4017",55,"golduck","whirlpool"
"4018",55,"golduck","hail"
"4019",55,"golduck","facade"
"4020",55,"golduck","focus-punch"
"4021",55,"golduck","role-play"
"4022",55,"golduck","brick-break"
"4023",55,"golduck","secret-power"
"4024",55,"golduck","dive"
"4025",55,"golduck","signal-beam"
"4026",55,"golduck","aerial-ace"
"4027",55,"golduck","water-sport"
"4028",55,"golduck","calm-mind"
"4029",55,"golduck","water-pulse"
"4030",55,"golduck","brine"
"4031",55,"golduck","natural-gift"
"4032",55,"golduck","fling"
"4033",55,"golduck","me-first"
"4034",55,"golduck","worry-seed"
"4035",55,"golduck","aqua-tail"
"4036",55,"golduck","focus-blast"
"4037",55,"golduck","giga-impact"
"4038",55,"golduck","shadow-claw"
"4039",55,"golduck","zen-headbutt"
"4040",55,"golduck","rock-climb"
"4041",55,"golduck","captivate"
"4042",55,"golduck","aqua-jet"
"4043",55,"golduck","hone-claws"
"4044",55,"golduck","wonder-room"
"4045",55,"golduck","psyshock"
"4046",55,"golduck","telekinesis"
"4047",55,"golduck","soak"
"4048",55,"golduck","low-sweep"
"4049",55,"golduck","round"
"4050",55,"golduck","scald"
"4051",55,"golduck","confide"
"4052",55,"golduck","power-up-punch"
"4053",53,"persian","pay-day"
"4054",53,"persian","scratch"
"4055",53,"persian","cut"
"4056",53,"persian","headbutt"
"4057",53,"persian","body-slam"
"4058",53,"persian","take-down"
"4059",53,"persian","double-edge"
"4060",53,"persian","bite"
"4061",53,"persian","growl"
"4062",53,"persian","roar"
"4063",53,"persian","water-gun"
"4064",53,"persian","bubble-beam"
"4065",53,"persian","hyper-beam"
"4066",53,"persian","thunderbolt"
"4067",53,"persian","thunder"
"4068",53,"persian","dig"
"4069",53,"persian","toxic"
"4070",53,"persian","rage"
"4071",53,"persian","mimic"
"4072",53,"persian","screech"
"4073",53,"persian","double-team"
"4074",53,"persian","defense-curl"
"4075",53,"persian","bide"
"4076",53,"persian","swift"
"4077",53,"persian","skull-bash"
"4078",53,"persian","dream-eater"
"4079",53,"persian","flash"
"4080",53,"persian","fury-swipes"
"4081",53,"persian","rest"
"4082",53,"persian","slash"
"4083",53,"persian","substitute"
"4084",53,"persian","thief"
"4085",53,"persian","nightmare"
"4086",53,"persian","snore"
"4087",53,"persian","curse"
"4088",53,"persian","spite"
"4089",53,"persian","protect"
"4090",53,"persian","feint-attack"
"4091",53,"persian","mud-slap"
"4092",53,"persian","zap-cannon"
"4093",53,"persian","icy-wind"
"4094",53,"persian","detect"
"4095",53,"persian","endure"
"4096",53,"persian","swagger"
"4097",53,"persian","attract"
"4098",53,"persian","sleep-talk"
"4099",53,"persian","return"
"4100",53,"persian","frustration"
"4101",53,"persian","iron-tail"
"4102",53,"persian","hidden-power"
"4103",53,"persian","rain-dance"
"4104",53,"persian","sunny-day"
"4105",53,"persian","psych-up"
"4106",53,"persian","shadow-ball"
"4107",53,"persian","fake-out"
"4108",53,"persian","uproar"
"4109",53,"persian","torment"
"4110",53,"persian","facade"
"4111",53,"persian","taunt"
"4112",53,"persian","knock-off"
"4113",53,"persian","snatch"
"4114",53,"persian","secret-power"
"4115",53,"persian","hyper-voice"
"4116",53,"persian","aerial-ace"
"4117",53,"persian","covet"
"4118",53,"persian","shock-wave"
"4119",53,"persian","water-pulse"
"4120",53,"persian","natural-gift"
"4121",53,"persian","feint"
"4122",53,"persian","u-turn"
"4123",53,"persian","payback"
"4124",53,"persian","assurance"
"4125",53,"persian","embargo"
"4126",53,"persian","last-resort"
"4127",53,"persian","dark-pulse"
"4128",53,"persian","night-slash"
"4129",53,"persian","seed-bomb"
"4130",53,"persian","power-gem"
"4131",53,"persian","switcheroo"
"4132",53,"persian","giga-impact"
"4133",53,"persian","nasty-plot"
"4134",53,"persian","shadow-claw"
"4135",53,"persian","gunk-shot"
"4136",53,"persian","captivate"
"4137",53,"persian","hone-claws"
"4138",53,"persian","foul-play"
"4139",53,"persian","round"
"4140",53,"persian","echoed-voice"
"4141",53,"persian","retaliate"
"4142",53,"persian","work-up"
"4143",53,"persian","play-rough"
"4144",53,"persian","confide"
"4145",51,"dugtrio","scratch"
"4146",51,"dugtrio","cut"
"4147",51,"dugtrio","sand-attack"
"4148",51,"dugtrio","body-slam"
"4149",51,"dugtrio","take-down"
"4150",51,"dugtrio","double-edge"
"4151",51,"dugtrio","growl"
"4152",51,"dugtrio","hyper-beam"
"4153",51,"dugtrio","earthquake"
"4154",51,"dugtrio","fissure"
"4155",51,"dugtrio","dig"
"4156",51,"dugtrio","toxic"
"4157",51,"dugtrio","rage"
"4158",51,"dugtrio","mimic"
"4159",51,"dugtrio","double-team"
"4160",51,"dugtrio","bide"
"4161",51,"dugtrio","fury-swipes"
"4162",51,"dugtrio","rest"
"4163",51,"dugtrio","rock-slide"
"4164",51,"dugtrio","tri-attack"
"4165",51,"dugtrio","slash"
"4166",51,"dugtrio","substitute"
"4167",51,"dugtrio","thief"
"4168",51,"dugtrio","snore"
"4169",51,"dugtrio","curse"
"4170",51,"dugtrio","protect"
"4171",51,"dugtrio","sludge-bomb"
